"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends","absdistance"
2432,23,"Female","married",6,6,1,197,2013-02-08,"2013-10-07",13,13,6.24906536234353,3,83,0
2433,9,"Male","single",2,2,2,241,2013-04-08,"2013-10-06",16,8,9.7019648293499,1,62,0
2434,18,"Female","single",1,2,2,142,2013-02-07,"2013-10-06",8,12,5.55498145509096,1,80,1
2435,20,"Female","single",3,3,1,415,2011-11-16,"2013-10-07",22,21,9.37080256467174,4,232,0
2436,17,"Female","married",4,4,6,0,2012-07-28,"2013-03-26",0,0,0,0,79,0
2437,15,"Male","single",1,2,3,122,2013-04-09,"2013-10-07",4,1,6.61095017327588,9,58,1
2438,30,"Male","married",2,3,6,250,2013-04-09,"2013-10-07",10,10,8.67978719676178,7,64,1
2439,12,"Male","in a relationship",4,4,3,73,2013-03-08,"2013-10-05",5,8,6.51712227294576,1,67,0
2440,16,"Male","single",6,6,4,145,2013-03-10,"2013-10-07",10,6,7.26959613283325,5,71,0
2441,17,"Female","single",4,4,5,83,2013-04-09,"2013-10-07",7,3,1.25475136206147,2,55,0
2442,15,"Female","single",6,6,5,155,2013-02-08,"2013-10-07",7,8,9.80654628382849,4,76,0
2443,25,"Male","married",6,6,4,60,2013-04-08,"2013-10-06",10,4,0.665735778200401,1,65,0
2444,7,"Female","married",3,3,2,153,2013-02-08,"2013-10-07",9,11,8.2649985732226,6,77,0
2445,27,"Female","in a relationship",5,5,4,43,2013-02-06,"2013-10-05",3,1,5.82014140377065,2,75,0
2446,26,"Female","single",3,4,3,130,2013-04-09,"2013-10-07",7,5,8.11774929078699,1,60,1
2447,23,"Male","married",5,5,4,179,2012-05-14,"2013-10-07",11,11,6.21717669188253,7,173,0
2448,15,"Female","single",6,6,4,26,2013-03-05,"2013-10-02",3,3,1.7040466620003,1,72,0
2449,19,"Female","single",3,3,2,152,2013-05-09,"2013-10-07",13,12,8.65903567133819,4,50,0
2450,27,"Male","engaged",3,3,3,235,2013-03-10,"2013-10-07",13,10,5.82157050724166,4,67,0
2451,31,"Male","married",4,4,6,402,2013-04-09,"2013-10-07",19,17,13.8950645424313,4,57,0
2452,19,"Female","single",6,6,5,469,2013-10-06,"2013-10-07",17,21,7.12379552956775,21,478,0
2453,19,"Male","single",1,2,2,117,2013-03-08,"2013-10-05",10,11,2.9656283686529,1,67,1
2454,20,"Male","single",1,1,6,143,2009-12-26,"2013-10-07",13,9,4.82408974719396,3,458,0
2455,21,"Male","single",6,6,6,189,2012-08-10,"2013-10-05",13,10,1.47890129394989,1,140,0
2456,18,"Male","in a relationship",6,6,6,138,2013-02-08,"2013-10-07",11,18,3.43775704083291,3,77,0
2457,46,"Male","married",3,4,1,217,2013-01-09,"2013-10-07",10,13,8.56641452170001,4,89,1
2458,22,"Female","in a relationship",4,4,5,117,2013-02-08,"2013-10-07",6,9,7.36193006904523,4,79,0
2459,30,"Female","in a relationship",6,6,5,103,2013-04-09,"2013-10-07",9,5,7.88486550992887,1,62,0
2460,27,"Male","married",3,4,6,62,2013-04-07,"2013-10-05",8,17,3.09038234145497,2,65,1
2461,11,"Female","single",2,2,1,34,2013-03-09,"2013-10-06",3,1,0.437930330648561,2,70,0
2462,11,"Female","single",6,6,6,178,2013-04-08,"2013-10-06",8,8,13.1982662222335,4,64,0
2463,23,"Female","in a relationship",5,5,4,64,2013-02-07,"2013-10-06",4,7,4.8615574144815,2,78,0
2464,19,"Male","in a relationship",1,1,1,439,2013-05-09,"2013-10-07",16,16,15.906035022291,8,50,0
2465,19,"Female","single",1,1,5,428,2009-12-26,"2013-10-07",18,24,12.2125350297151,8,463,0
2466,14,"Male","single",2,2,2,93,2013-02-08,"2013-10-07",7,3,5.57461649824603,2,76,0
2467,24,"Female","in a relationship",1,2,3,112,2013-03-10,"2013-10-07",8,1,5.73073730632709,3,67,1
2468,20,"Female","in a relationship",3,3,3,402,2012-07-13,"2013-10-07",15,11,16.6613077373307,4,147,0
2469,23,"Male","single",6,6,4,110,2012-09-11,"2013-10-07",7,11,5.05305533752169,6,131,0
2470,19,"Male","in a relationship",6,1,1,298,2010-02-24,"2013-10-07",16,28,11.6853555137342,6,442,5
2471,19,"Male","single",3,3,3,291,2011-01-20,"2013-10-07",13,9,10.3587085685656,3,328,0
2472,19,"Male","in a relationship",2,2,1,6652,2013-10-01,"2013-10-07",51,36,19.8782227473562,106,250,0
2473,24,"Male","in a relationship",4,4,4,276,2013-04-09,"2013-10-07",16,8,6.15376197458036,7,60,0
2474,20,"Female","in a relationship",2,2,2,273,2013-03-09,"2013-10-06",15,12,11.3163604677531,3,67,0
2475,24,"Female","in a relationship",4,4,1,143,2013-03-10,"2013-10-07",7,5,8.12524302654905,3,66,0
2476,17,"Male","single",4,4,5,283,2013-02-08,"2013-10-07",11,5,17.0325912380849,3,85,0
2477,9,"Male","single",1,1,5,123,2013-05-08,"2013-10-06",7,7,8.67601353104261,7,48,0
2478,26,"Male","in a relationship",6,6,4,116,2013-04-08,"2013-10-06",6,7,6.23630827926993,3,63,0
2479,43,"Female","married",3,3,3,97,2013-03-10,"2013-10-07",8,2,2.71420638291175,1,72,0
2480,21,"Female","single",5,5,5,209,2012-12-10,"2013-10-07",13,11,4.05671047621974,6,101,0
2481,29,"Male","married",5,5,4,354,2013-03-10,"2013-10-07",19,16,9.64152367947461,7,67,0
2482,10,"Male","married",2,3,2,95,2013-04-07,"2013-10-05",7,4,5.66313686285115,4,56,1
2483,23,"Female","in a relationship",1,1,5,52,2013-04-08,"2013-10-06",3,1,0.155888286132538,2,65,0
2484,13,"Male","married",1,1,1,177,2013-03-10,"2013-10-07",9,14,4.07869527111984,4,66,0
2485,13,"Female","in a relationship",4,4,5,119,2013-04-09,"2013-10-07",10,10,5.51410666284722,3,65,0
2486,27,"Male","in a relationship",3,3,1,244,2013-04-09,"2013-10-07",16,20,8.11080795291918,4,55,0
2487,21,"Female","single",4,5,1,180,2012-02-13,"2013-10-06",11,8,9.77395578252228,1,205,1
2488,12,"Female","married",4,4,5,154,2013-03-09,"2013-10-06",11,6,3.02225400630404,2,67,0
2489,20,"Female","in a relationship",1,2,1,533,2011-08-18,"2013-10-07",19,24,17.2842604655313,5,262,1
2490,36,"Male","married",1,1,3,501,2013-02-08,"2013-10-07",16,13,16.8832709002774,9,75,0
2491,16,"Female","in a relationship",2,2,3,352,2013-03-10,"2013-10-07",18,23,7.73177273815332,7,72,0
2492,20,"Male","single",4,5,5,268,2010-08-23,"2013-10-07",11,21,15.6007072924251,4,377,1
2493,27,"Male","single",5,5,6,4268,2013-10-02,"2013-10-07",38,44,22.7402468601184,84,75,0
2494,12,"Male","married",4,4,4,42,2013-04-08,"2013-10-06",2,2,8.96711552648123,3,64,0
2495,27,"Male","engaged",2,3,5,347,2013-04-08,"2013-10-06",12,13,17.4140224457381,8,62,1
2496,23,"Female","married",3,4,3,225,2013-05-07,"2013-10-05",10,20,9.75938892834392,5,54,1
2497,21,"Female","married",1,1,1,286,2013-02-08,"2013-10-07",15,17,6.94688520333041,7,81,0
2498,23,"Female","in a relationship",2,3,1,132,2013-03-09,"2013-10-06",6,4,6.14114183163778,3,67,1
2499,22,"Female","in a relationship",1,2,2,94,2013-10-07,"2013-10-07",6,4,1.65986820869148,11,62,1
2500,19,"Female","in a relationship",3,4,3,311,2012-11-08,"2013-10-05",13,13,13.7140391760931,5,113,1
2501,25,"Female","engaged",3,3,5,133,2013-03-10,"2013-10-07",5,3,7.82384290752888,5,71,0
2502,21,"Male","single",4,4,6,187,2013-02-08,"2013-10-07",8,9,12.8710960156251,4,85,0
2503,18,"Male","in a relationship",1,1,2,196,2013-03-10,"2013-10-07",15,13,6.19859856544742,1,70,0
2504,23,"Male","single",4,4,4,69,2012-09-10,"2013-10-06",4,6,1.18808216114659,1,127,0
2505,24,"Male","single",6,6,4,353,2013-05-09,"2013-10-07",13,20,17.4429121090802,6,52,0
2506,36,"Male","married",3,3,6,132,2013-04-09,"2013-10-07",10,15,6.62780654308049,3,56,0
2507,13,"Male","single",2,2,3,108,2013-04-09,"2013-10-07",6,5,7.19722756064407,5,60,0
2508,12,"Female","single",1,2,3,162,2013-04-08,"2013-10-06",10,1,7.37642924111209,1,55,1
2509,20,"Female","single",2,2,1,212,2010-04-25,"2013-10-07",16,8,4.8252405466358,5,421,0
2510,15,"Female","in a relationship",6,6,4,60,2013-04-08,"2013-10-06",5,7,3.95445399710336,1,64,0
2511,9,"Female","married",2,2,3,139,2013-03-10,"2013-10-07",8,8,1.51629227299721,1,67,0
2512,22,"Male","single",4,4,4,512,2011-08-16,"2013-10-05",18,11,20.1349379841927,7,264,0
2513,19,"Male","in a relationship",4,4,1,307,2011-07-19,"2013-10-07",16,22,4.04426211046771,3,271,0
2514,22,"Male","in a relationship",2,2,2,88,2010-05-24,"2013-10-06",5,6,2.67209533650906,2,414,0
2515,50,"Female","married",5,5,5,83,2013-03-08,"2013-10-05",5,6,4.02026618714879,5,66,0
2516,39,"Female","married",1,1,2,182,2013-05-09,"2013-10-07",9,9,5.82067184085141,7,48,0
2517,19,"Male","single",1,1,3,186,2011-03-21,"2013-10-07",15,19,5.74727388678077,1,308,0
2518,27,"Male","single",2,2,3,159,2013-04-09,"2013-10-07",9,7,8.85863089035421,3,63,0
2519,16,"Female","single",6,6,2,83,2013-03-10,"2013-10-07",9,10,1.46585989490068,4,74,0
2520,20,"Female","married",4,5,4,95,2010-12-21,"2013-10-07",7,7,4.69545679013116,4,341,1
2521,42,"Male","single",6,6,4,169,2013-03-10,"2013-10-07",7,7,14.5893670344978,4,66,0
2522,14,"Male","single",1,1,3,123,2013-04-09,"2013-10-07",10,13,4.94407431247572,2,65,0
2523,18,"Male","single",3,3,3,299,2013-04-09,"2013-10-07",20,22,9.48097972169184,1,55,0
2524,15,"Male","single",3,3,3,336,2013-05-09,"2013-10-07",12,17,17.4647495187681,4,47,0
2525,13,"Male","married",6,1,4,96,2012-08-11,"2013-10-06",8,8,2.1863603059678,3,140,5
2526,20,"Female","single",1,2,3,48,2013-04-09,"2013-10-07",8,7,1.31478059692579,1,62,1
2527,25,"Male","in a relationship",2,3,2,121,2013-03-09,"2013-10-06",7,4,7.21322822719099,7,68,1
2528,16,"Male","in a relationship",2,2,6,317,2013-04-09,"2013-10-07",15,9,9.44454647165632,5,59,0
2529,26,"Female","in a relationship",6,6,2,31,2013-04-09,"2013-10-07",4,4,2.01731266368607,3,57,0
2530,21,"Female","married",2,2,1,343,2013-03-10,"2013-10-07",17,16,12.3007083351843,5,73,0
2531,17,"Female","single",4,4,6,189,2013-02-08,"2013-10-07",9,9,13.2005797911446,3,84,0
2532,24,"Male","in a relationship",2,2,1,108,2012-09-11,"2013-10-07",8,8,5.96251844416144,4,129,0
2533,18,"Female","single",1,1,2,174,2011-06-19,"2013-10-07",11,7,8.39833543195276,6,279,0
2534,19,"Female","single",5,5,4,171,2012-06-13,"2013-10-07",11,11,3.9685270082248,4,157,0
2535,43,"Male","single",2,2,1,62,2013-03-05,"2013-10-02",4,1,5.22372312714073,3,68,0
2536,19,"Female","in a relationship",4,4,6,139,2013-01-08,"2013-10-06",16,18,4.51459630384285,1,87,0
2537,21,"Female","in a relationship",2,2,6,274,2011-12-16,"2013-10-07",16,10,7.54291764790792,5,216,0
2538,26,"Female","married",6,6,2,21,2013-03-07,"2013-10-04",1,1,3.44989119194237,0,72,0
2539,12,"Male","married",2,2,2,209,2013-04-09,"2013-10-07",12,10,6.14028423084778,3,60,0
2540,25,"Male","in a relationship",5,5,5,32,2012-12-09,"2013-10-06",2,0,3.06021721029313,3,95,0
2541,45,"Female","married",4,4,4,82,2013-03-10,"2013-10-07",5,6,4.83068291425689,2,73,0
2542,23,"Female","single",5,5,6,45,2011-12-16,"2013-10-07",2,0,3.20030966538837,0,222,0
2543,17,"Female","single",3,3,1,44,2013-03-10,"2013-10-07",4,5,0.738873624811312,4,69,0
2544,23,"Male","single",1,1,1,34,2013-04-07,"2013-10-05",4,6,1.64599264925045,0,59,0
2545,19,"Female","single",1,1,2,580,2013-02-08,"2013-10-07",17,19,20.2039443980826,4,85,0
2546,14,"Female","married",4,4,5,100,2013-04-09,"2013-10-07",4,4,3.87781129710044,6,58,0
2547,20,"Male","in a relationship",3,3,2,463,2013-04-09,"2013-10-07",19,14,14.8697332585971,4,62,0
2548,15,"Female","single",2,2,6,252,2013-04-09,"2013-10-07",10,11,15.4239603062055,6,58,0
2549,26,"Female","in a relationship",5,5,6,357,2013-04-09,"2013-10-07",18,10,10.9453263782328,6,55,0
2550,18,"Male","single",3,3,2,171,2012-10-11,"2013-10-07",10,15,8.94431493269426,3,121,0
2551,19,"Female","single",6,6,2,319,2011-06-19,"2013-10-07",18,8,4.3064510900265,6,280,0
2552,17,"Female","single",1,2,1,54,2012-01-15,"2013-10-07",8,7,3.06856180584955,3,210,1
2553,16,"Male","single",2,2,1,114,2013-03-09,"2013-10-06",6,8,9.32433943762404,1,68,0
2554,21,"Female","in a relationship",4,4,6,167,2013-02-08,"2013-10-07",14,14,3.53647371386695,4,75,0
2555,15,"Male","single",6,6,6,155,2013-04-09,"2013-10-07",6,2,10.7946171030455,4,62,0
2556,15,"Male","in a relationship",4,5,6,109,2013-04-09,"2013-10-07",7,8,8.02822662695407,0,61,1
2557,27,"Female","single",1,2,6,122,2013-04-09,"2013-10-07",3,7,23.4396026680282,2,60,1
2558,19,"Male","in a relationship",2,3,2,92,2013-04-09,"2013-10-07",5,10,7.99341262510239,1,62,1
2559,21,"Male","in a relationship",6,1,2,410,2012-10-11,"2013-10-07",17,12,14.1044250636395,9,118,5
2560,17,"Female","in a relationship",5,5,5,156,2012-12-10,"2013-10-07",10,11,5.80122394239812,7,98,0
2561,21,"Male","single",6,6,6,187,2013-04-09,"2013-10-07",9,4,12.3472592400244,5,65,0
2562,24,"Female","single",2,2,3,160,2012-08-12,"2013-10-07",8,9,12.2322942853512,3,142,0
2563,38,"Female","married",6,6,4,164,2013-03-10,"2013-10-07",7,5,4.71754175016345,6,67,0
2564,23,"Female","in a relationship",2,2,1,149,2013-03-09,"2013-10-06",9,8,7.72498422018216,1,68,0
2565,42,"Male","married",1,1,4,101,2013-04-07,"2013-10-05",9,13,3.48202667837488,4,60,0
2566,18,"Male","in a relationship",6,6,4,280,2013-02-08,"2013-10-07",15,11,9.98914963761306,4,81,0
2567,10,"Female","single",4,4,5,72,2013-04-09,"2013-10-07",5,7,5.00778648562816,3,63,0
2568,19,"Male","single",4,5,5,78,2012-12-08,"2013-10-05",6,6,5.71663053175467,3,98,1
2569,44,"Female","married",1,1,2,105,2013-04-08,"2013-10-06",8,6,7.97199294895616,3,63,0
2570,11,"Female","in a relationship",2,2,2,334,2013-04-09,"2013-10-07",17,24,13.9394824197584,3,55,0
2571,13,"Male","single",6,6,2,47,2013-04-09,"2013-10-07",4,1,2.86886314375102,0,60,0
2572,16,"Male","in a relationship",2,2,3,71,2013-05-09,"2013-10-07",6,5,5.21566367141821,2,53,0
2573,44,"Female","married",6,1,6,147,2013-03-10,"2013-10-07",7,4,9.04500230356001,6,71,5
2574,19,"Female","married",5,5,5,343,2013-01-09,"2013-10-07",22,27,7.81892213249409,5,89,0
2575,12,"Female","single",3,3,6,484,2013-04-09,"2013-10-07",14,3,23.0515968110987,5,60,0
2576,30,"Female","single",2,2,1,230,2013-03-10,"2013-10-07",9,13,16.0895908214143,3,69,0
2577,19,"Male","in a relationship",4,5,5,205,2010-06-23,"2013-10-06",10,13,10.1309970992673,6,399,1
2578,25,"Female","single",5,5,6,327,2013-03-10,"2013-10-07",14,17,11.4438012695795,9,66,0
2579,16,"Male","single",2,2,2,193,2013-04-08,"2013-10-06",12,14,8.73940206065216,2,62,0
2580,28,"Male","single",1,1,2,81,2013-04-09,"2013-10-07",6,7,7.0369135423636,3,65,0
2581,16,"Female","single",1,1,2,166,2011-05-20,"2013-10-07",7,11,4.62863628004379,4,288,0
2582,25,"Male","in a relationship",2,2,3,37,2013-03-10,"2013-10-07",4,7,4.11453322466226,1,68,0
2583,11,"Male","married",4,4,5,374,2013-04-09,"2013-10-07",13,18,13.6113764690845,9,63,0
2584,22,"Female","single",5,5,3,207,2013-01-08,"2013-10-06",13,16,11.6314641413771,1,86,0
2585,31,"Male","married",5,5,5,194,2013-04-08,"2013-10-06",10,14,11.6191540452184,2,57,0
2586,18,"Female","single",2,3,3,55,2011-03-21,"2013-10-07",12,13,3.08739151649608,1,314,1
2587,26,"Male","single",3,3,3,135,2013-01-08,"2013-10-06",10,12,8.19817759442263,1,89,0
2588,22,"Male","single",2,2,2,284,2013-03-09,"2013-10-06",14,9,7.56366940656233,8,70,0
2589,17,"Female","single",5,5,5,119,2012-12-10,"2013-10-07",6,5,9.60545265290105,1,96,0
2590,15,"Female","in a relationship",1,2,3,180,2013-04-09,"2013-10-07",11,2,6.53478916157292,5,61,1
2591,14,"Male","single",6,6,6,71,2013-03-10,"2013-10-07",7,4,2.07578479594659,3,70,0
2592,16,"Female","in a relationship",6,1,6,68,2013-04-08,"2013-10-06",3,4,9.62110508646561,2,55,5
2593,27,"Female","single",2,2,2,121,2013-03-09,"2013-10-06",4,3,12.9577697199264,1,67,0
2594,19,"Female","single",6,1,6,267,2012-08-12,"2013-10-07",8,5,20.1609780291522,5,144,5
2595,46,"Male","married",3,3,1,122,2013-04-09,"2013-10-07",7,3,7.53642040855404,6,62,0
2596,15,"Male","single",4,4,4,147,2013-04-08,"2013-10-06",7,6,7.8325684591708,10,64,0
2597,19,"Female","in a relationship",1,1,1,227,2013-04-09,"2013-10-07",11,5,10.8310031817694,3,60,0
2598,47,"Female","married",1,1,3,134,2013-04-08,"2013-10-06",8,12,2.41165853486158,6,62,0
2599,16,"Female","single",5,5,2,97,2013-02-06,"2013-10-05",6,7,6.73600936569253,6,77,0
2600,28,"Female","married",1,1,1,163,2013-04-07,"2013-10-05",8,8,3.28544269727854,7,59,0
2601,23,"Male","married",6,6,6,49,2012-05-13,"2013-10-06",5,9,2.17395996336518,1,174,0
2602,22,"Male","in a relationship",3,3,3,145,2012-09-11,"2013-10-07",9,2,7.06058114505385,3,132,0
2603,28,"Female","engaged",4,4,5,76,2013-03-10,"2013-10-07",7,8,6.34297437335643,1,71,0
2604,25,"Male","married",1,1,2,64,2013-04-07,"2013-10-05",7,12,1.82466885119885,2,63,0
2605,29,"Male","engaged",6,6,2,53,2013-04-09,"2013-10-07",7,4,2.40016832883244,0,58,0
2606,23,"Male","married",2,2,3,32,2013-04-05,"2013-10-03",2,0,6.33764279035415,1,64,0
2607,21,"Female","in a relationship",3,3,1,184,2012-10-11,"2013-10-07",11,10,11.099047059499,2,119,0
2608,17,"Male","married",6,6,4,128,2012-12-10,"2013-10-07",10,8,7.06226126238996,4,101,0
2609,20,"Male","in a relationship",1,2,1,81,2011-02-18,"2013-10-06",10,6,3.69267343593141,2,322,1
2610,14,"Female","single",6,6,6,14,2013-04-09,"2013-10-07",1,0,1.95607809700805,2,57,0
2611,21,"Female","single",2,3,5,227,2012-07-13,"2013-10-07",12,19,8.05640673552088,5,146,1
2612,19,"Male","single",5,5,4,700,2011-05-20,"2013-10-07",29,23,17.5118975397587,4,290,0
2613,27,"Female","engaged",4,4,3,311,2013-05-09,"2013-10-07",12,13,12.724174444014,8,52,0
2614,21,"Male","single",6,1,2,128,2010-04-25,"2013-10-07",8,6,7.70193486839343,3,417,5
2615,20,"Male","single",6,6,6,625,2010-01-24,"2013-10-06",23,22,12.4553535294825,10,446,0
2616,26,"Female","married",1,2,3,99,2013-04-08,"2013-10-06",6,4,6.63257755268676,2,59,1
2617,18,"Female","in a relationship",2,3,3,56,2012-08-11,"2013-10-06",2,1,4.78444450706729,2,140,1
2618,20,"Female","single",3,3,2,268,2010-04-25,"2013-10-07",14,18,10.1442234913166,3,417,0
2619,14,"Female","married",3,3,4,470,2013-04-08,"2013-10-06",9,12,33.6510460851382,6,57,0
2620,20,"Female","single",4,4,4,228,2012-08-10,"2013-10-05",14,7,9.66508025126573,2,135,0
2621,11,"Female","single",3,4,3,332,2013-03-10,"2013-10-07",9,4,23.3478000029984,4,68,1
2622,21,"Male","in a relationship",3,3,3,124,2013-04-09,"2013-10-07",7,12,6.11781748122502,2,55,0
2623,19,"Female","married",4,5,6,95,2012-12-09,"2013-10-06",8,8,8.73482320618844,2,96,1
2624,27,"Male","single",2,2,2,144,2013-04-08,"2013-10-06",8,5,7.43301543292002,0,55,0
2625,30,"Male","in a relationship",5,5,6,387,2013-04-09,"2013-10-07",13,12,18.994827757694,3,65,0
2626,16,"Female","in a relationship",5,6,4,147,2013-03-09,"2013-10-06",6,5,13.3290672358927,3,68,1
2627,17,"Male","single",2,3,1,153,2013-04-09,"2013-10-07",9,8,4.8335649290485,5,58,1
2628,19,"Male","single",2,2,3,144,2011-03-21,"2013-10-07",11,29,4.71014447753642,2,310,0
2629,13,"Male","single",2,2,2,108,2013-04-08,"2013-10-06",7,7,5.58991131424445,1,59,0
2630,22,"Female","single",5,5,4,65,2013-03-09,"2013-10-06",9,12,3.31007823062268,0,71,0
2631,24,"Female","in a relationship",4,4,5,48,2013-02-08,"2013-10-07",3,3,5.41771845454676,1,81,0
2632,18,"Male","single",3,4,5,482,2013-02-08,"2013-10-07",20,16,12.1123624895192,6,78,1
2633,26,"Female","single",1,1,2,175,2013-04-07,"2013-10-05",8,10,6.96020829560727,5,65,0
2634,18,"Male","single",4,5,4,111,2010-06-24,"2013-10-07",9,5,3.0342560591745,2,400,1
2635,21,"Male","single",4,5,5,174,2013-04-09,"2013-10-07",7,3,9.80393451611665,3,61,1
2636,16,"Male","in a relationship",2,2,3,416,2013-03-10,"2013-10-07",21,15,9.37971012401093,2,67,0
2637,14,"Female","single",2,2,2,257,2013-04-09,"2013-10-07",11,12,8.15941564305858,3,62,0
2638,18,"Female","single",4,4,4,136,2013-03-09,"2013-10-06",14,7,3.52997885992202,1,71,0
2639,11,"Male","single",3,3,1,117,2013-04-09,"2013-10-07",7,6,7.70129132818439,3,61,0
2640,15,"Male","single",4,4,5,155,2013-05-09,"2013-10-07",10,18,6.40557503225543,2,52,0
2641,15,"Male","single",4,4,4,359,2013-04-09,"2013-10-07",10,18,16.005087406128,5,62,0
2642,21,"Female","single",4,5,6,282,2012-06-13,"2013-10-07",11,10,13.2799405619678,5,165,1
2643,26,"Male","married",5,5,2,94,2013-03-08,"2013-10-05",4,5,12.6548016075822,4,69,0
2644,48,"Male","married",5,5,6,212,2013-05-09,"2013-10-07",12,10,8.81731922479995,7,53,0
2645,36,"Female","married",2,2,2,23,2013-03-09,"2013-10-06",2,5,1.26066478216083,0,71,0
2646,20,"Male","in a relationship",1,1,2,352,2011-03-21,"2013-10-07",28,17,4.32808061307948,6,312,0
2647,22,"Female","single",2,2,2,523,2013-01-09,"2013-10-07",20,10,17.3332332812761,5,87,0
2648,29,"Male","single",1,1,2,37,2013-04-05,"2013-10-03",2,2,2.91377578858996,0,61,0
2649,23,"Male","in a relationship",3,3,2,431,2013-03-09,"2013-10-06",19,14,12.7833567665698,8,73,0
2650,27,"Female","in a relationship",5,6,1,49,2013-04-08,"2013-10-06",3,4,0.981605788137204,2,55,1
2651,18,"Male","in a relationship",2,2,2,188,2012-04-13,"2013-10-06",10,10,6.76422930473209,4,175,0
2652,28,"Male","single",3,3,1,87,2013-04-09,"2013-10-07",4,5,11.2453736233262,1,64,0
2653,15,"Female","single",1,2,4,106,2013-03-10,"2013-10-07",6,6,9.56065391083604,1,69,1
2654,18,"Female","in a relationship",6,1,4,280,2013-10-06,"2013-10-07",7,8,3.29666770342737,31,198,5
2655,21,"Male","in a relationship",1,1,2,168,2010-02-24,"2013-10-07",11,13,7.68304850527574,4,442,0
2656,23,"Male","in a relationship",5,5,6,88,2013-04-09,"2013-10-07",9,6,5.00521222962248,2,63,0
2657,22,"Male","married",3,3,4,578,2013-03-10,"2013-10-07",21,30,15.6162488663744,3,72,0
2658,18,"Male","single",6,6,6,294,2012-10-11,"2013-10-07",19,18,9.42452055609702,4,121,0
2659,48,"Male","single",3,3,1,118,2013-05-09,"2013-10-07",7,4,5.81332427096438,2,51,0
2660,21,"Female","in a relationship",3,3,2,148,2011-06-19,"2013-10-07",11,7,6.35000762816332,2,275,0
2661,23,"Male","single",4,4,5,140,2013-02-08,"2013-10-07",6,3,5.43018147341787,5,75,0
2662,27,"Female","single",2,3,1,378,2013-04-09,"2013-10-07",11,6,25.4843751753118,1,56,1
2663,16,"Male","single",6,1,4,32,2013-04-09,"2013-10-07",3,4,3.29065084440846,1,64,5
2664,24,"Female","in a relationship",2,2,1,129,2012-12-09,"2013-10-06",9,9,3.67899830560858,5,98,0
2665,23,"Female","in a relationship",1,1,4,139,2013-02-08,"2013-10-07",9,14,6.04197572902015,5,79,0
2666,18,"Female","in a relationship",6,6,6,192,2013-02-08,"2013-10-07",14,18,7.42418984623473,2,77,0
2667,21,"Male","single",6,1,1,257,2011-06-19,"2013-10-07",11,10,11.0660635896765,6,281,5
2668,24,"Male","single",6,1,4,219,2013-04-09,"2013-10-07",13,6,10.0014599924676,2,65,5
2669,39,"Male","married",6,6,5,172,2013-04-09,"2013-10-07",11,22,9.35827021099967,4,62,0
2670,16,"Male","in a relationship",3,4,3,248,2011-05-19,"2013-10-06",11,6,6.4469739589353,10,286,1
2671,26,"Female","in a relationship",2,3,5,143,2013-02-08,"2013-10-07",12,10,4.48520241988741,5,75,1
2672,19,"Female","single",6,6,3,177,2012-07-13,"2013-10-07",8,13,13.3290976654147,3,154,0
2673,17,"Female","in a relationship",3,4,1,288,2013-03-10,"2013-10-07",15,12,7.46247422800606,4,72,1
2674,17,"Female","single",2,2,1,165,2013-04-08,"2013-10-06",5,2,11.7970063704371,10,57,0
2675,17,"Male","in a relationship",1,2,3,250,2012-05-14,"2013-10-07",13,14,10.0475875858394,8,174,1
2676,22,"Male","in a relationship",6,6,3,37,2012-11-09,"2013-10-06",4,3,0.55740313191001,2,109,0
2677,35,"Female","married",4,5,4,71,2013-05-07,"2013-10-05",6,3,1.43514062025292,3,52,1
2678,18,"Male","single",2,2,5,281,2012-10-11,"2013-10-07",18,15,9.39497486732745,0,120,0
2679,21,"Female","single",3,3,2,97,2013-04-09,"2013-10-07",5,3,11.130523382509,2,59,0
2680,25,"Male","single",6,1,5,52,2013-05-07,"2013-10-05",6,10,3.66420883353925,1,53,5
2681,15,"Male","single",4,4,6,225,2013-04-09,"2013-10-07",9,6,11.950933813911,7,62,0
2682,23,"Male","single",3,3,5,336,2013-01-09,"2013-10-07",13,8,16.1534972906038,3,91,0
2683,22,"Male","engaged",5,6,1,214,2013-04-09,"2013-10-07",15,11,7.59865171059901,5,65,1
2684,21,"Female","in a relationship",4,5,5,97,2013-03-09,"2013-10-06",5,3,2.12499123488181,1,67,1
2685,21,"Female","single",6,6,2,337,2011-07-19,"2013-10-07",14,13,15.1519016027111,4,274,0
2686,14,"Male","single",5,5,4,36,2013-03-09,"2013-10-06",2,8,2.20721134131867,4,69,0
2687,12,"Male","single",4,4,5,127,2013-03-09,"2013-10-06",7,3,12.1788153633267,0,66,0
2688,25,"Female","in a relationship",4,5,1,168,2013-02-08,"2013-10-07",12,13,4.23357667556026,4,75,1
2689,40,"Male","married",4,4,4,5422,2013-10-01,"2013-10-07",45,38,17.738490304587,100,69,0
2690,29,"Female","engaged",6,6,6,29,2013-04-04,"2013-10-02",3,5,0.723212290839229,1,60,0
2691,23,"Female","married",6,6,4,95,2013-01-05,"2013-10-03",5,4,10.3420790647489,2,87,0
2692,21,"Female","single",1,1,3,167,2011-04-20,"2013-10-07",9,11,10.0753912172488,4,301,0
