"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"4834","2/12/05 01:00","Bellingham","MA","Circle","Circle of light traveling horizonal along a road","2/22/05",4
"4835","2/10/05 22:00","Woodland","CA","Circle","Dog barking just before I went to bed...I looked out the bedroom window.  ((NUFORC Note:  Sighting of Sirius??  PD))","2/22/05",1
"4836","2/10/05","Arbroath (UK/Scotland)","","Circle","white lighted circular craft that moved at speed and was behind clouds","10/11/05",10
"4837","2/9/05 22:00","Pittsburg","CA","Circle","2 orange lights in the sky seen twice second time by more witnesses","4/16/05",10
"4838","2/7/05 01:30","Branchville","SC","Circle","It was a circular shaped object with about 10 to 12 bright white lights coming from it, rotated.  ((Advertising lights?))","2/22/05",30
"4839","2/4/05 04:00","Centreville","VA","Circle","saw circular figure with moving lights","2/8/05",2
"4840","2/3/05 22:30","Colorado Springs","CO","Circle","Bright white ball flew from west to east, did strange manuevers over and around Polaris.","2/8/05",20
"4841","2/2/05 20:00","New Iberia","LA","Circle","we saw a big, round ,colorful ufo just stopped in one spot a few feet in the air, and it took off, and it was no where's in sight.","2/8/05",3
"4842","1/24/05 07:00","Newtown","CT","Circle","Classic cartoon flying saucer over Newtown woods","1/27/05",10
"4843","1/22/05 19:00","Cartersville","GA","Circle","IT WAS A CLOUDY NIGHT WHEN 7 PEOPLE SAW SEVERAL DOZEN OR MORE DOTS IN THE SKY FLYING FROMEAST TO WEST IN  PATTERNS AND RANDOMLY OVER NO","1/27/05",40
"4844","1/18/05 03:33","Portland","OR","Circle","High altitude,large than any other aircraft,silent and no marker lights or st","1/27/05",45
"4845","1/16/05 14:00","Westminster","CO","Circle","My friend and i where outside smoking and noticed that there was quite a few falling stars.I was facing to the north and he was facing","1/19/05",1
"4846","1/16/05 10:42","San Diego","CA","Circle","Two reddish dots appear in the sky, move around a bit and then fade out","1/19/05",3
"4847","1/13/05 07:20","Plymouth (UK/England)","","Circle","4large orbs and 2 small spent 1hour 45 minutes searching land and estuary near Plymouth and Devonport nuclear Submarine Base in Devon.","1/19/05",NA
"4848","1/10/05 19:18","Barryton","MI","Circle","1 white light with a red 1 following it. it lasted a half a second. they left a haze & trail that disapeared quickly.","1/19/05",NA
"4849","1/10/05 19:00","Fortescue (over the Delaware Bay)","NJ","Circle","Light with erratic flight pattern","1/11/05",30
"4850","1/9/05 18:45","San Jose Villanueva (El Salvador)","","Circle","a lot of ufo""s folowing each other","1/11/05",30
"4851","1/9/05 12:30","Sedona","AZ","Circle","the circle shaped cloud sat still for about 2.5 minutes then dissappered","1/11/05",2.5
"4852","1/8/05 23:53","Dallas","TX","Circle","UFO seen over north Dallas","1/11/05",5
"4853","1/5/05 06:15","Renton","WA","Circle","Hovering, circular UFO over Lake Washington, Renton WA, Early January 2005","2/8/05",2
"4854","1/4/05 19:15","Dallas","OR","Circle","Buring orange sphere burning out over Salem Oregon","1/11/05",10
"4855","1/2/05 20:00","Pawtucket","RI","Circle","sphere hummed overhead while flashing red and blue - slowly departed to the east, into South Attleboro / route 95","1/11/05",5
"4856","1/1/05 19:00","Chester","WV","Circle","a ball of white bright light","1/19/05",1
"4857","1/1/05 00:00","Baltimore","MD","Circle","Experiences worth reading","7/5/05",NA
"4858","12/31/04 23:55","San Diego","CA","Circle","2 brilliant, pulsating, Red lights over Mission Bay / Pacific Beach : Red objects accelerated at a very high speed .","1/27/05",3
"4859","12/30/04 00:00","Albany (Western Australia)","","Circle","Unidentified object at Albany (Australia) on 12/30/04","1/27/05",NA
"4860","12/30/04 09:15","Sebring","FL","Circle","Bright white light appeared in clear blue sky for about 30 seconds around 9 A.M.","1/11/05",30
"4861","12/30/04 06:00","Inglewood","CA","Circle","Possible International Space Station Siteing","1/11/05",2
"4862","12/29/04 18:30","Billerica","MA","Circle","Large White circles of light racing in circles at fast speed above the clouds in Billerica, Ma","1/11/05",2
"4863","12/29/04 11:42","Lake City","FL","Circle","Seven brite dots seemed to hover for 12 minutes, then vanished instantly.","1/11/05",12
"4864","12/27/04 09:05","Sebring","FL","Circle","Bright white light appeared in clear blue sky for about 30 seconds around 9 A.M.","1/11/05",30
"4865","12/25/04 00:00","Rio Hondo","TX","Circle","two large Circle indentation in ground left at scene","10/30/06",23
"4866","12/21/04 21:00","North Myrtle Beach (Cherry Grove)","SC","Circle","Every thing was a very bright gold color.","2/8/05",5
"4867","12/21/04 20:00","Ponce (Puerto Rico)","","Circle","Zig Zag shaped light does fast movements in the sky then banishes in one direction","1/11/05",1
"4868","12/21/04 01:00","St. Paul","MN","Circle","Appear as two very bright stars with red centers.  They are fairly fixed in the sky in a southeast location above the Mississippi River","1/11/05",NA
"4869","12/20/04 18:00","Salome","AZ","Circle","Three motionless orange lights appear, disappear, then reappear above Salome, Arizona.","1/11/05",NA
"4870","12/18/04 09:00","Rocky Mount","MO","Circle","Object with lights.","2/22/05",4
"4871","12/18/04 05:30","Texarkana","TX","Circle","I saw a UFO without a doubt a UFO!","1/11/05",1
"4872","12/15/04 18:00","Kelowna (Canada)","BC","Circle","Object  made a change in direction without  making a curve and did not slow down during this manouver .","1/19/05",5
"4873","12/15/04 17:00","Montego Bay (Jamaica)","","Circle","Possible UFO sighting in Jamaica","1/10/09",10
"4874","12/15/04 08:10","Victoria (Canada)","BC","Circle","Six white lights encircling greenish dot, seen over Washington state,10000 feet, high moves  slowly southward","1/11/05",40
"4875","12/14/04 23:30","Pond Inlet (Canada)","NT","Circle","Racing lights","1/11/05",115
"4876","12/13/04 21:07","Upper Black Eddy","PA","Circle","fast ball of light moving every which way","12/14/04",10
"4877","12/7/04 16:20","Aiea","HI","Circle","Two seperate sightings On oahu","1/19/05",2
"4878","12/2/04 00:00","Santa Cruz","CA","Circle","Three objects traveling west..very cold clear evening. thought were shooting stars, no trails, gold in color moveing so fast, very very","12/3/04",4
"4879","11/27/04 16:45","Clarion","PA","Circle","I was heading in my daughter's garage on the east side of the house and noticed what I fist thought was a hot air balloon, which therea","12/14/04",NA
"4880","11/26/04 17:30","Bedford","VA","Circle","TWO DISTINCT ROUND WHITE LIGHTS STANDSTILL IN THE NIGHT SKY, THEN LIGHTS WENT OFF.","12/3/04",5
"4881","11/25/04 19:00","Surrey (Canada)","BC","Circle","UFO's in Surrey? I Wouldn't have believed it if I hadn't seen it for myself!","12/3/04",40
"4882","11/25/04 09:30","Fort Smith","AR","Circle","There were spinning lights and all of a sudden they just dissappered...wow.","5/24/05",2
"4883","11/23/04 19:00","Puerto Vallarta (Mexico)","","Circle","Large spheric objects in the sky.","12/3/04",NA
"4884","11/21/04 06:00","Montague","NJ","Circle","WELL,FIRST ID REALLY LIKE WHOMEVER IS GOING TO READ THIS TO KNOW THAT I AM REALLY HAVING A HARD TIME   BELIEVING THIS MYSELF.I KEEP TRY","2/8/05",5
"4885","11/20/04 20:00","Hellevoetsluis (Netherlands)","","Circle","strange lightned circles movind around for a short time","12/3/04",NA
"4886","11/18/04 11:30","Aiken","SC","Circle","Silver cylindrical object; no wings; no vapor trail; no sound .","12/3/04",2
"4887","11/17/04 19:00","Downey","CA","Circle","The object was a circle that was blinking red blue and green at diferent times then another one was doing the same","12/3/04",3
"4888","11/17/04 09:20","Salinas","CA","Circle","Round white object near Salinas freeway","12/3/04",1
"4889","11/16/04 16:45","Pacific Ocean/X-43a launch","","Circle","Black circular craft seen on NASA live streaming broadcast","12/3/04",4
"4890","11/15/04 00:00","Gatesville","NC","Circle","Smooth circle (bottom) of silvery craft disappeared into larger invisible apparently 'cloaked' craft -- no sound.","1/19/05",5
"4891","11/15/04 22:00","London (UK/England)","","Circle","Me and a friend saw a sphere with a blue light hovering, a jet then followed it and chased it away. I heard modem connection sounds","9/2/05",3
"4892","11/15/04 21:30","Irmo","SC","Circle","Chased UFO And Witnessed It Up Close And Personal","11/3/05",10
"4893","11/12/04 15:15","Cleveland","OH","Circle","Circle (Silver) perfect in shape, flying at speeds at least 3X faster than a fighter jet","12/3/04",20
"4894","11/11/04 19:40","UK/England","","Circle","the 2 brightest objects I have ever seen","12/3/04",10
"4895","11/11/04 02:00","Brisbane (QLD, Australia)","","Circle","It was a huge black round thing and it was leaving a green trail of smoke behind it.  It made a buzzing sound.","12/3/04",10
"4896","11/10/04 05:40","North Andover","MA","Circle","this object is rainbow colored flashing .its comeing closer by the second it is very small. it is dosen't look like a plane","12/3/04",NA
"4897","11/9/04 22:00","Wormley, Hertfordshire  (UK/England)","","Circle","11/9/04 22:00 circular shape glowing orange travelling slowly diagonally downwards across the sky visible for 2-3 minutes","12/3/04",3
"4898","11/8/04 18:00","St. Petersburg Beach","FL","Circle","While at work I saw a ball of light towards the east of my location, descending from south to north. the time was between 17:00 18:30.","9/2/05",NA
"4899","11/7/04 19:00","Zimmerman","MN","Circle","Spotted circular objects that showed up on my digital camera that wasn't there.","11/9/04",NA
"4900","11/7/04 04:00","LaCenter","WA","Circle","Orange, moon sized object, in the north-east sky of Clark County","11/9/04",NA
"4901","11/6/04 21:00","Beale AFB","CA","Circle","Various uknown objects over Beale air Base. Small blue craft(S)","12/3/04",120
"4902","11/5/04 19:00","Flat Rock","MI","Circle","We have never saw anything like that we hope they are not hostile.","11/9/04",10
"4903","11/5/04 05:25","Park Ridge","IL","Circle","Two very bright, large stars/dots in sky very near O'Hare airport.  ((NUFORC Note:  Venus and Jupiter.  PD))","11/9/04",40
"4904","11/5/04 02:00","Ashley","IL","Circle","2 balls of light one large one small changing colors and there for hours.  ((NUFORC Note:  Venus and Jupiter.  PD))","11/9/04",3
"4905","11/4/04 18:25","Brooks","OR","Circle","Large bright light kept pace with Boeing semi-truck on I'5 at Brooks Oregon then shot across sky, stopped then hovered.","11/9/04",NA
"4906","10/31/04 23:00","Orland Hills","IL","Circle","Many reports of 3 circular red dots over orland and tinley illinois","10/11/05",NA
"4907","10/31/04 22:00","Tinley Park","IL","Circle","3 red lights for about 10:00 min then they went away","11/2/04",10
"4908","10/31/04 22:00","Tinley Park","IL","Circle","Creepy, Peculiar, Red Dots","2/14/06",20
"4909","10/31/04 22:00","Arden","NC","Circle","A bright object appeared suddenly, moved south, disappeared and was chased by jets.","11/9/04",10
"4910","10/31/04 20:15","Tinley Park","IL","Circle","3 red lights in southeast sky hovering slowly","11/2/04",10
"4911","10/31/04 20:06","Tinley Park","IL","Circle","3 red lights moving in pattern of straight line and triangle (not first sighting)","11/2/04",15
"4912","10/31/04 20:00","Tinley Park","IL","Circle","UFO visits in Tinley Park","11/9/04",NA
"4913","10/31/04 20:00","Tinley Park","IL","Circle","Three red lights moving slowly in the sky.","11/2/04",15
"4914","10/31/04 19:45","Tinley Park","IL","Circle","Three lights form a triange  in the easter sky.","11/2/04",25
"4915","10/31/04 19:45","Tinley Park","IL","Circle","Thee red lighted objects moving without any noticable sound toward the East, suddenly disappeared.","11/2/04",225
"4916","10/31/04 19:00","Lexington","KY","Circle","Dark orange, circular, stationary object","12/14/04",15
"4917","10/31/04 16:45","Stone Mountain","GA","Circle","Two dots very high in the sky then moved and dissapeard in 5 minuts","11/2/04",5
"4918","10/30/04 22:35","Glendale","AZ","Circle","Red cirlular object over the sky in Glendale,Arizona, October 30, 2004.","11/9/04",NA
"4919","10/29/04 03:45","Wevershoof (Netherlands)","","Circle","horizontal movement over one kilometers length  back and forward faster than planes","11/2/04",30
"4920","10/28/04 20:00","Gusum (Sweden)","","Circle","10 glowing dots looking like circles...","11/2/04",20
"4921","10/27/04 22:45","Rochester","NY","Circle","Round silent object zooms across horizon","11/2/04",6
"4922","10/27/04 19:38","Marysville","CA","Circle","Strange round lights changing colors in the dark sky on the same day of the Lunar Eclipse.","11/2/04",NA
"4923","10/25/04 21:00","Bedford","IN","Circle","Interesting moon view with telescope, unknown objects.","10/8/07",2
"4924","10/24/04 23:17","Weaverville","NC","Circle","I saw a ball of white light plummet at a 45 degree angle, with the white tail displaying bands of color (spectrum) just before impact.","10/27/04",5
"4925","10/24/04 23:00","Toledo","OH","Circle","Incredible hot white globe appeared to have shot upwards(?) at very high velocity-viewed while driving down a country road in farming c","11/2/04",5
"4926","10/23/04 21:28","East Bay","CA","Circle","Saw multiple UFOs flying in formation.","2/22/05",2
"4927","10/23/04 14:05","Greendale","WI","Circle","""UFO Files"" Observation","10/27/04",5
"4928","10/21/04 23:30","Careyes (Mexico)","","Circle","I saw a strange circular saucer moving (not at all quickly either) away from the sea, from a balcony.","9/2/05",NA
"4929","10/18/04 20:00","Denver","CO","Circle","Then it dissapeared again.","10/27/04",30
"4930","10/17/04 19:00","San Antonio","TX","Circle","Sunset , multiple objects, mostly round, some triangular, 5 - 10 minute display","1/19/05",NA
"4931","10/16/04 23:00","Big Cypress preserve","FL","Circle","I was driving west/north on interstate 75 between Ft. Lauderdale and Naples.  Over the median about 75 feet above ground, there was a r","10/27/04",10
"4932","10/15/04 23:00","Waterloo (Canada)","ON","Circle","Three large lights in triangle form and then they got smaller and disappeared","2/1/07",15
"4933","10/13/04 23:00","Parkersburg","WV","Circle","the object gave off a light that illuminated the entire sky then disapated completely.","5/24/05",10
"4934","10/13/04 23:00","Oregon","OR","Circle","my father and i saw somthing that night  we do not understand the object was like nothing weve ever seen.","5/15/06",15
"4935","10/12/04 23:00","Delhi (India)","","Circle","Disk like object sighted in India","7/5/05",5
"4936","10/11/04 14:00","Arroyo Grande","CA","Circle","observed Angel Hair type UFO","12/14/04",1
"4937","10/10/04 19:00","Ripley","NY","Circle","7 red/orange stationary objects appeared over Lake Erie on 10/10/04 for 15 minutes and then all disappeared at once.","10/27/04",15
"4938","10/10/04 14:00","Morgantown","WV","Circle","Solid round silver ball passing over at about 3000MSL.","5/24/05",10
"4939","10/9/04 22:30","Arlington","VA","Circle","I saw  in the southern sky four lights racing in a circle.  ((NUFORC Note:  We suspect advertising lights.  PD))","10/27/04",15
"4940","10/9/04 13:30","River Forest","IL","Circle","anyone else see possible ufo in chicago area on saturday 10-09-04","10/27/04",NA
"4941","10/8/04 18:52","Amsterdam","NY","Circle","i saw a small light in the sky that moved werey fast","10/27/04",NA
"4942","10/3/04 21:55","Mission (Canada)","BC","Circle","Five round objects in a V formation quickly moving across the night skies.","10/27/04",30
"4943","10/3/04 19:05","Cleveland","OH","Circle","Many fighter jets flying towards UFO","10/27/04",30
"4944","10/3/04 06:45","Ridgewood","NJ","Circle","Red object with a fading red tail flies slowly through sky","10/27/04",2
"4945","10/3/04 03:00","Lilburn","GA","Circle","soft-white glowball","12/3/04",5
"4946","10/1/04 23:15","Saskatoon (Canada)","SK","Circle","Very bright, circular object in evening sky","10/27/04",7
"4947","10/1/04 04:32","Mt. Morris","NY","Circle","moved from one point in sky to another instantly","10/27/04",NA
"4948","9/30/04 23:10","Salt Lake City","UT","Circle","I was standing on a balcony and was facing north/east.  I saw a circular shape to the upper right side of my vision.  It was much large","10/27/04",2
"4949","9/29/04 04:00","Evansville","IN","Circle","2 objects, one following the other, leaving the atmosphere.","10/27/04",20
"4950","9/29/04 02:30","Washington, D.C.","DC","Circle","circular disc coming to a slight point-like the bottom of a top, only flatter-lights pointing at Andrews Air Force Base or Reagan Nat'l","7/13/05",10
"4951","9/27/04 21:55","Noblesville","IN","Circle","Yellow-White Flat Round Light travels west to east then another travels east to west all in 15 seconds","9/29/04",NA
"4952","9/27/04 13:00","100 Mile House (Canada)","BC","Circle","white round object quickly moves in , stops and hovers overhead changing direction, then disappears.","9/29/04",2
"4953","9/25/04 19:30","Chicago","IL","Circle","Saw a circular/ring shaped dark craft above the shore of Lake Michigan/downtown Chicago against a blue sky.","9/29/04",1
"4954","9/25/04 13:00","Toronto (Canada)","ON","Circle","golden orb at a high rate of speed within clouds","7/5/08",5
"4955","9/24/04 22:10","Libertyville","IL","Circle","color changing, bouncing object in the sky.  ((NUFORC Note:  We suspect the object may have been a star.  PD))","9/29/04",20
"4956","9/22/04 04:00","Toledo-Cleveland","OH","Circle","UFO  Stops Traffic on the Ohio Turnpike between Toledo and Cleveland","9/29/04",NA
"4957","9/21/04 21:45","Church Point (Canada)","NS","Circle","Bright red flare like object travelling at a high rate of speed level with horizon from W to ENE for about one min flicred then gone.","9/29/04",1
"4958","9/21/04 05:30","Portland","OR","Circle","At approx 5:30 AM I looked out my window and saw a large yellowish light in a circular form.  It almost looked like a bright city lamp","9/29/04",20
"4959","9/18/04 17:30","Chicago","IL","Circle","Would it be possible they were stars?","9/29/04",8
"4960","9/15/04 20:30","Robinson","TX","Circle","Near Waco Texas, Several objects were observed at extremely high altitudes and at high rates of speeds","9/29/04",3
"4961","9/11/04 20:00","Madras","OR","Circle","light ,white blinking,rotating on a circle,like a flat horizontal ferris wheel.saw the same thing in thesame place 2 times this week ov","9/29/04",5
"4962","9/7/04 00:03","London (UK/England)","","Circle","circular object over brighton england","7/16/06",10
"4963","9/3/04 21:30","Dripping Springs","TX","Circle","I believe this to be natural so I could have the wrong web site. ((NUFORC Note:  Flare from Iridium satellite.  PD))","9/9/04",4
"4964","9/1/04 23:00","Franklinton","LA","Circle","Flying ufo's that emitted white lights, and flew around my home in Louisiana!","1/19/05",NA
"4965","9/1/04 10:00","Evergreen","CO","Circle","Small silver orb spotted above Denver CO mid-morning in fall of 2004","11/3/05",10
"4966","8/31/04 21:30","Choctaw","OK","Circle","Two bright objects over Oklahoma ((NUFORC Note:  Flare of Iridium satellite?  PD))","9/9/04",5
"4967","8/31/04 16:10","Albuquerque","NM","Circle","White circular object rising straight up faster than balloon.","9/1/04",60
"4968","8/31/04 14:00","Danville","CA","Circle","4 bright shiney cicular objects in a close knit group seen over Mt. Diablo in broad daylight.","9/9/04",2
"4969","8/31/04 01:00","Sea Girt","NJ","Circle","Small circular light appears for a brief moment then vanishes","10/27/04",5
"4970","8/29/04 15:15","New York City (Brooklyn)","NY","Circle","11 hovering objects  one very large(oval) daylight 3:15 pm Aug,29,2004  very high altitude due north","9/1/04",3
"4971","8/28/04 18:30","Piscataquis County","ME","Circle","Well, I was watching TV, when I looked out my window (which is somewhat of a bay window) and saw a lowflying circular metallic object m","9/1/04",130
"4972","8/25/04 22:45","Luling","LA","Circle","Small like a star but changes colors, blue, red, orange, green  ((NUFORC Note:  We suspect a celestial body.  PD))","9/1/04",45
"4973","8/25/04 16:00","Lagos (Nigeria)","","Circle","strange craft crashed into beach in lagos,Nigeria.","2/22/05",30
"4974","8/22/04 18:10","Rocklin","CA","Circle","Round Reflective Object Veiwed in Rocklin, CA at Approx. 6:10pm on August 22","8/24/04",5
"4975","8/22/04 12:30","Santee","CA","Circle","Circular white object, Hovered and moved, alt. approx. 50,000 ft.,... Not a Drifting balloon","8/24/04",115
"4976","8/21/04 23:30","Buffalo","MO","Circle","After watching the one object dash in the sky we noticed many others further in the distance communicating with one another.","8/24/04",3
"4977","8/21/04 23:00","Tinley Park","IL","Circle","3 glowing lights in sky","8/24/04",30
"4978","8/21/04 22:50","Matteson","IL","Circle","Multiple red lights.","9/1/04",NA
"4979","8/21/04 22:45","Montreal (Canada)","QC","Circle","J'avais jamais vu en 31 ans d'existence quelconque forme effectué des virages a 45 degrés dans les airs de facon aussi prononcé !","9/1/04",15
"4980","8/21/04 22:30","Tinley Park","IL","Circle","3 bright red lights that changed formation and then disappeared.","10/27/04",130
"4981","8/21/04 22:30","Tinley Park","IL","Circle","flashing red lights, not ANYTHING like an airplane.","8/24/04",15
"4982","8/21/04 21:00","Tinley Park","IL","Circle","3 red lights hovered for about 1 hour to the south of my location in Tinley Park, Il.","11/9/04",1
"4983","8/20/04 22:30","Sedro Woolley","WA","Circle","I was looking in the South Eastern sky about 65 Degrees above the horizon on 8/20/04 at about 1030 P.M. and noticed at first what I tho","8/24/04",3
"4984","8/20/04 22:00","Grants Pass","OR","Circle","Three bright red cylinders changing to very bright white lights before disappearing at high speeds","8/24/04",30
"4985","8/20/04 15:00","Pelican Lake","WI","Circle","it was stationary object  very high in the afternoon clear sky, which was visible until dark and gone the next day","9/1/04",5
"4986","8/19/04 22:15","Orange Beach","AL","Circle","Orange Lights over Gulf of Mexico (Orange Beach, Ala.) ((NUFORC Note:  Flares??  PD))","9/29/04",30
"4987","8/19/04 19:00","St. Paul","MN","Circle","This item is from WCCO news in Minneapolis Mn","8/24/04",NA
"4988","8/19/04 18:20","Waconia","MN","Circle","Bright object  seen by thousands and reported on all local news stations","9/1/04",NA
"4989","8/19/04 18:00","Minneapolis","MN","Circle","White high-altitude object suspended over Twin Cities and witnessed for 12 hours","9/1/04",3.5
"4990","8/19/04 17:00","St. Paul","MN","Circle","White circular object observed 2.5 handspans above horizon for 4+ hours by 8 people in St. Paul, MN.","9/1/04",4
"4991","8/19/04 16:00","Minneapolis","MN","Circle","large object minneapolis baffles experts.","8/24/04",2
"4992","8/18/04 23:00","Cairo","NY","Circle","UNIDENTIFIED FLYING OBJECT","8/24/04",5
"4993","8/17/04 21:30","Sydney (Australia))","","Circle","I stand there, tranfixed at this light, not being able to move. It was this wonderful glowing light.","2/14/06",NA
"4994","8/16/04 18:00","Morgantown","WV","Circle","((NUFORC Note:  Possible contrail?  PD))   I notices that the plains smoke cloud coming off the back.","5/24/05",NA
"4995","8/16/04 12:08","Anchorage","AK","Circle","6 Flying objects spotted in anchorage ak","8/24/04",10
"4996","8/15/04 10:00","Burbank (10-20 mins flight to)","CA","Circle","RED FURRY BALL LIGHT ROAMING THE MOUNTAINS","8/24/04",2
"4997","8/14/04 16:30","Walsenburg (approx 20 miles north of)","CO","Circle","round object moving in and out of thundercloud, after flitting back and forth,sped north at high speed","9/29/04",5
"4998","8/14/04 04:15","Bismarck","ND","Circle","Large circular object with ports or windows giving off blue green to white lights extremely large, no movement. (Venus??))","8/24/04",1
"4999","8/14/04 01:15","Baton Rouge","LA","Circle","circular, multi-colored, flat object ((Sirius??))","8/24/04",NA
"5000","8/10/04 02:26","Pottstown","PA","Circle","Lighted Object shooting straight up in the sky makes TV go haywire","8/11/04",115
"5001","8/8/04 13:45","Lancaster","PA","Circle","30 plus circle objects","8/11/04",40
"5002","8/8/04 11:25","Redmond","WA","Circle","11:25am - East of Redmond, WA. - white circular object moving in a zigzag manner. Moved North for a little while and then went East.","8/11/04",1
"5003","8/8/04 00:00","Stevensville","MT","Circle","red circle during thunderstorm","2/22/05",25
"5004","8/7/04 20:00","Ridgeland","MS","Circle","Ball of light moving at a rapid speed.","8/11/04",30
"5005","8/7/04 04:30","Chingford (London) (UK/England)","","Circle","Huge craft caught on CCTV","9/1/04",30
"5006","8/7/04 00:24","Valentine","TX","Circle","7 to 9 orb-type objects each illuminating alternately hovering directly over Marfa,TX Aerostat facility estimate 1,000 feet altitude.","3/4/08",115
"5007","8/5/04 00:00","Cincinnati","OH","Circle","Wish I had written down the exact day and time but i didn't want to report it.I worked at an office complex in cincinnati ohio as a","7/4/12",3
"5008","8/4/04 21:00","Shade Gap","PA","Circle","Circular object red blue and white lights spinning below power lines and below trees.","9/1/04",15
"5009","8/2/04 03:41","Sedro Woolley","WA","Circle","Object was in northern sky and streaked across the sky from a 12 oclock position to a 2 oclock position covering about 25 degrees of th","8/11/04",2
"5010","8/2/04","Wrangell","AK","Circle","We saw a Bright WHITE CIRCLE suddenly appear, and then dissappear.","8/24/04",NA
"5011","7/31/04 19:35","Albuquerque","NM","Circle","Bright white sphere traveled across Albuquerque sky","8/11/04",3
"5012","7/31/04 01:30","Galveston","TX","Circle","We were fishing off the North Jetties and my father in law pointed up and said, ""What's that?""  I then looked up to my left and could s","6/20/05",1
"5013","7/30/04 12:30","Saskatoon (Canada)","SK","Circle","Grey dot or circle inside ""smoke ring"" cloud","8/11/04",NA
"5014","7/28/04 20:45","Helendale","CA","Circle","Light in Sky","8/11/04",20
"5015","7/26/04 01:00","Roseville","CA","Circle","I saw these lights last night 7/25/04 so I grabbed my binoculars and what I saw was amazing, looks like a cluster of dancing lights, bl","8/11/04",NA
"5016","7/24/04 00:00","Palm Springs","CA","Circle","I saw a flashing colored orb in the eastern sky over the San Jacinto Mountains.","7/25/04",130
"5017","7/22/04 23:10","Portland","OR","Circle","Around 11:10 p.m. on July 22,2004 my boyfriend and I were out watching satelites on our front lawn.  As I looked to my right I exclaime","8/11/04",8
"5018","7/22/04 22:30","Blaine","MN","Circle","Looked like planet at first (mars) it was changing colors and was stationary (hoovering) but then began to move away slowly until out o","7/25/04",5
"5019","7/20/04 21:00","Cortez","CO","Circle","Two objects appearing as plantets in photos from the moon etc., appear in place of a white cloud in the north west sky, well after suns","9/1/04",20
"5020","7/20/04 19:00","Nekoosa","WI","Circle","A very close big bright star that hung at 45 degree angle in the sky","9/9/04",5
"5021","7/20/04 16:00","Oro Grande","CA","Circle","highway 66","7/25/04",115
"5022","7/20/04 01:00","Loves Park","IL","Circle","circle object glided across sky with no sound","7/25/04",20
"5023","7/19/04 22:00","State College","PA","Circle","I saw a very bright, shimmering light which was much, much larger than an airplane traveling from west to east in the clear night sky.","7/25/04",5
"5024","7/17/04 22:45","Portsmouth","OH","Circle","The object(s) moved effortlessly and one became very close to the ground, hovered and emmited beams, others just seem to float by.","7/25/04",1
"5025","7/17/04 17:00","New York City (Staten Island)","NY","Circle","Strange White Neon Light UFO Staten Island 7-17-04 @ approx 5:00pm  Annadale","7/25/04",50
"5026","7/16/04 03:00","Lufkin","TX","Circle","Multipul ""blinkers"" with red ,blue and white strobing lights, across the sky. only one circle shaped.","7/25/04",2.5
"5027","7/15/04 22:00","Monmouth","OR","Circle","looked like a star.  it made a 60 degree turn without stopping.","5/24/05",NA
"5028","7/15/04 16:00","Nanaimo (Canada)","BC","Circle","I saw the mother ship and two small craft flying up to it ,in broad day light.","11/9/04",6
"5029","7/15/04 08:13","Holmes Beach","FL","Circle","I have emailed 2 pictures to you.  The first is of an ordinary sunset sky taken from the street in front of my house.    The second pic","7/25/04",NA
"5030","7/13/04 15:20","Houston","TX","Circle","Circle floating in and out of clouds on a dead still day at about 2000 feet.  Near Hobby airport departure lanes (surprisingly close to","7/25/04",20
"5031","7/13/04 00:35","Seattle","WA","Circle","Luminous round object over Seattle","7/25/04",30
"5032","7/12/04 20:30","Cadiz","KY","Circle","Round very bright object that appeared in a instant. Very high in the sky then moved to the south.","7/25/04",20
"5033","7/11/04 20:00","Louisville","KY","Circle","I NOTICED THE LIGHT WAS BEHIND THE CLOUD NOT IN FRONT THERE WAS NO OTHER LIGHT IN THE BLUE SKY TO PROJECT THE LIGHT FROM ANOTHER DIR.","7/25/04",5
"5034","7/10/04 20:00","Piedmont","AL","Circle","Several objects in sky - seemed to be twirling and flashing red - green - blue and white lights and would hover then very quickly move","5/24/05",NA
"5035","7/10/04 12:05","Hilton","NY","Circle","Saw object in sky moving erratically.","7/25/04",5
"5036","7/9/04 20:55","Elizabethton","TN","Circle","shinny circle that disapeared","7/25/04",30
"5037","7/6/04 22:00","New York City (Brooklyn)","NY","Circle","The object moved from south to north at a very fast rate of speed stopped briefly did cicles then disappeared","8/24/04",58
"5038","7/5/04 23:00","Sparks","NV","Circle","Bright white circle object that dimed and started to blink red and white, dissapeared!","7/8/04",6
"5039","7/4/04 22:30","Eugene","OR","Circle","Move straight accross the sky like at sattelite but was too large to be one and then move like a bumble bee","7/8/04",1
"5040","7/4/04 22:15","Arlington","MA","Circle","Fast moving light","7/8/04",30
"5041","7/4/04 22:00","Brookings","OR","Circle","during fireworks observed round bright, white light circling at high alltitude, no running lights","7/8/04",10
"5042","7/4/04 21:15","San Diego","CA","Circle","Blinking red lights in San Diego","7/8/04",15
"5043","7/4/04 20:30","El Cajon","CA","Circle","4th of July, 2004, 2 giant red lite oval/circle shaped objects over El Cajon, CA, for apx. 1 hour.","1/19/05",45
"5044","7/4/04 20:30","Hollis","NH","Circle","It was just hovering in mid air alot of lights.","5/24/05",5
"5045","7/4/04 19:30","Galt","CA","Circle","A silent  , fast moving, translucent object was observed by 30 people.","7/8/04",2
