"date","time","city","state","shape","duration","summary","post_date"
"9/3/06","18:22","Aalborg (Denmark)","","Circle","180","small white object flew a bit slow.","12/7/06"
"9/2/06","23:00","Traverse City","MI","Circle","900","Five nearly circular &quot;fire colored&quot; objects drifting across the sky","10/30/06"
"9/2/06","22:00","London (Canada)","ON","Circle","10","High speed lights changing direction on a dime","2/1/07"
"9/2/06","19:34","Brisbane (Australia)","","Circle","60","VIDEO PROOF  jets are no match for the speed of UFO","10/30/06"
"9/2/06","11:20","Houston","TX","Circle","35","sliver/green low flying orb","10/30/06"
"9/1/06","22:00","Gatineau (Canada)","QC","Circle","120","UNNEXPLAINED ARC FORMATION IN NIGHT SKY","10/30/06"
"8/31/06","20:40","Port Barre","LA","Circle","50","Object displays remarkable variations in speed high in the night skies over Louisiana","10/30/06"
"8/27/06","22:00","Redwood City","CA","Circle",NA,"8/27/2006 22:00  ANOTHER LARGE SINGLE CRAFT ABOVE SANTA CRUZ MOUNTAINS.","10/30/06"
"8/27/06","21:45","Seatle","WA","Circle","8","Silent large white light changes to red dot shape, accelerates and vanishes before my eyes.","10/30/06"
"8/27/06","04:25","Baldwin","FL","Circle","1800","object moved at speed from one place to enother","10/30/06"
"8/25/06","22:00","Wilmington","NC","Circle","300","My two friends and I were on Wrightsville Beach, NC. We had been observing the stars, the ocean, and my two friends were using their me","10/30/06"
"8/25/06","00:47","Salt Lake City","UT","Circle","480","Salt Lake City 3 Saucers Of Yellow Blue White Light","10/30/06"
"8/24/06","22:05","Dalton-in-Furness (UK/England)","","Circle","300","Red,blue and green lights flashing over Dalton.","10/30/06"
"8/23/06","21:00","Sterling Heights","MI","Circle","20","I saw an object I cannot explain with lights on it Zig zag, hover, abd speed of to the right in the sky","10/30/06"
"8/22/06","23:00","Dobron-Lodz (Poland)","","Circle","53","It was a Bright Red Light as big as a Tennis Ball in the sky.","10/30/06"
"8/22/06","19:30","Glasgow (outside of) (UK/Scotland)","","Circle","30","Sighting near to Glasgow Scotland by police officers.","10/30/06"
"8/22/06","06:20","Clark","NJ","Circle","300","3 pankake looking round ufos floating and circling as they made their way slowly across sky","10/30/06"
"8/21/06","19:00","Guildford (UK/England)","","Circle","30","The object was seen at Newlands Corner Guildford Surrey U.K. The spherical object was travelling at a constant speed of about 50 ki","10/30/06"
"8/21/06","11:35","McKinney","TX","Circle","600","look  to the sky seen an object that  seem  to be falling  but then it  it straightend out  and look  to be in control of what it was d","10/30/06"
"8/20/06","21:30","Twin Lakes","CA","Circle","35","Small softball size object hovering  above me, at fourteen feet away","10/30/06"
"8/20/06","21:30","Bridgeport","CA","Circle","35","Viewed small object of softball size hovering above me at fourteen feet","10/30/06"
"8/20/06","13:30","Redding","CA","Circle","300","Saw about 20 bright objects kind of like a swarm of bees, only they moved in jerks and zig zags","6/12/07"
"8/20/06","00:00","New York City (Bronx)","NY","Circle","900","Three circular objects orbiting overhead and meeting at a point in their orbits.  Than a fourth circular object behaving the same way.","10/30/06"
"8/19/06","23:00","Buckhannon","WV","Circle","7200","One floatint object overhead and 17 disk shaped objects going into it.","1/10/09"
"8/19/06","22:15","Redlands","CA","Circle","30","while sitting in our jaccuzzi my wife and i saw a light ...cirular in the direction north east in the constalation sepfus the king.....","10/30/06"
"8/19/06","22:00","Shelby","MI","Circle","300","Very bright, seemed to be coming out from lake michigan, stayed same color then started to pulsate.","10/30/06"
"8/19/06","22:00","Fort Collins","CO","Circle","10","fort collins circle ufo bright then starlike dim moving south near concert downtown b52 concert","10/30/06"
"8/19/06","17:00","Los Angeles","CA","Circle","3600","Six circular objects, staying in the same place in the sky, but going in circular motion.","10/30/06"
"8/19/06","16:00","Point Roberts","WA","Circle","900","6-round white/silver object.s...3 in a triangle formation west/east direction","10/30/06"
"8/16/06","19:30","Forestdale","MA","Circle","2","I was outside on the phone with my girlfriend, something weird in my gut told me to look up  to the sky.","10/30/06"
"8/16/06","00:14","Strongsville","OH","Circle",NA,"Red, blue and green flashing object with bouncing movements which are sometimes small and sometime large","10/30/06"
"8/15/06","19:50","Gladeville","TN","Circle","300","Circular light in day sky, resolvable as disk with binoculars.","10/30/06"
"8/15/06","04:15","Milwaukie","OR","Circle","120","Bright light that dropped straight down, occasionally doing zig zags and loops, but then straight back down.","10/30/06"
"8/14/06","20:52","Walden","NY","Circle","180","I spotted a orange glowing object and then it disapeard","10/30/06"
"8/14/06","15:45","Phoenix","AZ","Circle","1800","Objects were very high in the sky and moved irradically","10/30/06"
"8/14/06","12:35","Saint Vallier de Thiey (France)","","Circle","15","OVNI over saint  vallier  06460  france 14/08/2006","10/30/06"
"8/13/06","21:18","Seattle","WA","Circle","60","Opalescent , round (40 ft - 12 meters in diameter) flying object spotted in Seattle-Northgate area","10/30/06"
"8/13/06","05:35","Clinton","MO","Circle","20","Round gold colored object moving NW - SE.","10/30/06"
"8/13/06","05:00","West Richland","WA","Circle","60","Silent, fast moving, extremely bright  orb crossed in front of the moon.","10/30/06"
"8/11/06","23:38","Sheet Harbour (Canada)","NS","Circle",NA,"it moved and was big","10/30/06"
"8/11/06","23:00","London (Canada)","ON","Circle","1200","I saw a yellow ufo moving in the sky heading kinda the same dicrection as we drove on the highway at and also later this white light .","3/10/11"
"8/10/06","21:00","Ocean City","MD","Circle","300","circle light filled object in ocean city while i was on the board walk my cousin said it was one of the small lowflying arcraft because","10/30/06"
"8/9/06","22:00","Windsor (Canada)","ON","Circle","30","This is the second occurence in a week over my house. It was about 45 degrees above the horizon in the east sky.  It looked like th","10/30/06"
"8/9/06","04:30","Bloomington","IN","Circle",NA,"white falling circle in the sky in Bloomington Indiana","10/30/06"
"8/9/06",NA,"Calgary (Canada)","AB","Circle",NA,"July\Aug\Sept-06.White lights over Calgary. strang thing in field","10/30/06"
"8/6/06","22:30","Yardville","NJ","Circle","300","Pulsating light gets smaller as it makes an arching movement in the night sky.","10/30/06"
"8/6/06","02:00","Auburn","CA","Circle",NA,"The craft was about 500 feet in the air,and was a circle and moved up down right left every way possible. The craft had a yellow and re","10/30/06"
"8/6/06","00:30","Millington","TN","Circle","45","3 objects flying in the night sky","10/30/06"
"8/5/06","13:00","London (UK/England)","","Circle","10","Strange black Object videotaped near plane in Windsor, England.","10/30/06"
"8/5/06","05:00","Snohomish","WA","Circle","2700","two witness large brilliant ring of lights over Snohomish Washington","10/30/06"
"8/1/06","22:50","Randolph (near; 19 &amp; 56)","MN","Circle","15","circular, lime-green object with a tracer lime-green tail","12/7/06"
"7/31/06","23:00","High Point","NC","Circle",NA,"i was out side i looked at stars and seen moveing crafts it dont look like air plane it was moveing ever were but i looked 3 times on 4","10/30/06"
"7/30/06","16:40","Sunderland (UK/England)","","Circle","15","A strange white object appeared in the sky on two seperate occasions.","10/30/06"
"7/29/06","03:00","Sonoma","CA","Circle","600","this is an update","10/30/06"
"7/29/06","03:00","Sonoma","CA","Circle","600","An extremelly bright circular orange/amber light traveled NW to SW pausing for 20 sec. 3x. Not far away","10/30/06"
"7/28/06","12:00","New York City (Brooklyn)","NY","Circle","900","A white object disappears as 3 of the same reappear, is it a UFO?","2/1/07"
"7/27/06","15:00","Hamilton (Bermuda)","","Circle","3600","I was sitting by the water edge, and too my left appro. five hundred yards away i saw a black object. Above water after a spalash going","10/30/06"
"7/26/06","06:01","Moultrie","GA","Circle","50","The stars are alive","10/30/06"
"7/25/06","19:00","Boston (UK/England)","","Circle","300","Silver disk emitting yellow light seen over Boston, Lincolnshire, England.","6/12/07"
"7/24/06","21:00","Gila Bend - 14 mile west of","AZ","Circle","1800","firey balls observed 14 miles west of Gila Bend from Interstate 8 going out and coming on","10/30/06"
"7/23/06","21:30","Danville","CA","Circle","120","Dull yellow non flashing light traveling from south to north making no noise above the San Ramon Valley","10/30/06"
"7/23/06","19:36","Rome","NY","Circle",NA,"BRIGHT ORB SEEN STILL IN THE SKY","10/30/06"
"7/22/06","16:45","Richmond","CA","Circle","1800","One round white ball that sat in the sky.","10/30/06"
"7/22/06","09:00","Prescott Valley","AZ","Circle",NA,"We saw a purple circle in the sky with green dots.","10/30/06"
"7/22/06","00:48","Deltona","FL","Circle","300","There was a light,it shot to the right,stopped then shot to the left and disappeared.","10/30/06"
"7/21/06","13:00","Ibague (Colombia)","","Circle","0.5","Viajaba a 27.000 pies en un avion comercial venia tomandole fotos a a las alas del avion cuando`por la pantalla de mi camara digital vi","10/30/06"
"7/20/06","14:00","Adelaide  (South Australia)","SA","Circle","300","White UFO's over my house!!","12/12/09"
"7/20/06","05:30","Newport Beach","CA","Circle","360","a whiteish pink object shaped as a circle about 40,500 feet in the air that had a haze around it","10/30/06"
"7/20/06","01:40","Bremerton","WA","Circle","1500","stationary goldish round object with blue ,red,green and white lights  ,30 degrees above horizon in western sky","10/30/06"
"7/20/06","00:00","La Pine","OR","Circle",NA,"me and several people seen brite round objects VERY high in the night sky heading north west at a speed i thought impossible there was","10/30/06"
"7/18/06","23:25","Boise","ID","Circle","15","We reported this last night, but found a video on your site that better describes what we saw. It looked JUST like this video: http://w","10/30/06"
"7/18/06","20:15","Stoke-on-Trent (UK/England)","","Circle","10","Circular in shape and grey in colour, two huge very bright lights in it.","10/30/06"
"7/18/06","01:00","Wrexham (UK/England)","","Circle","300","Teenager awoken by strange sounds and lights.","10/30/06"
"7/16/06","23:30","London (UK/England)","","Circle","5","the first one we saw was probably doing half of warp speed,it moved very swiftly,the technology's got to be incredible for the way it m","10/30/06"
"7/16/06","14:00","Chicago","IL","Circle","600","This is just to bring your attention to a report I made 7/16/06 of a Circular object sighting close to Ohare Airport(5 miles), and anot","12/7/06"
"7/16/06","13:30","Chicago","IL","Circle","30","Circular, silver stationary object over Chicago close to Ohare Airport at high altitude.","10/30/06"
"7/15/06","22:05","Crivitz","WI","Circle",NA,"At about 22:05 p.m. on 7-15-06 i was walking our 6 month old husky in our side yard paused briefly to observe the sky and unaware of th","7/16/06"
"7/15/06","20:00","West Cornforth (UK/England)","","Circle",NA,"Was driving home, seen a big ball of light.  It hovered for about 2 mins, then it went out of sight in the clouds","10/30/06"
"7/15/06","10:00","Schaumburg","IL","Circle","60","**Constant light moving in zig-zag pattern...faded away***","8/7/07"
"7/14/06","20:47","Port Saint Lucie","FL","Circle","10","There was a large red circle of light in the sky, about 1000 feet above the ground, it remained still,hovering and then blasted off sky","12/7/06"
"7/14/06","05:00","Los Angeles","CA","Circle",NA,"((NUFORC Note:  Celestial body??  PD)) I have seen this craft consistently for the last few weeks. I took my telescope and studied it.","7/16/06"
"7/14/06",NA,"Los Angeles","CA","Circle","7200","THis first appeared like a bright white light near or over the Griffith Park Observatory. When viewd throug a telescope it looked lik n","10/30/06"
"7/13/06","23:00","Beaufort","SC","Circle","30","Circle Lights Over the Ocean from Beaufort, South Carolina","10/30/06"
"7/13/06","02:20","Redwood City","CA","Circle","5","Bright light moving at a high rate of speed from south to north.","7/16/06"
"7/12/06","17:15","Tampa","FL","Circle","300","Black Circular object flying high over tampa Florida","7/16/06"
"7/12/06","05:15","Silver City","NM","Circle","1800","2 ufo sightings silver city new mexico July 12, 2006","7/16/06"
"7/10/06","22:20","Wilmington","NC","Circle","2","Unknown length of time of light moving at increbile speed and not a shooting star.","7/16/06"
"7/10/06","22:00","Phoenix","AZ","Circle",NA,"An Orb over Phoenis on July 10, 2006 10pm to 1am.  ((NUFORC Note:  Sighting of Jupiter??  PD))","7/16/06"
"7/10/06","16:00","Portland","OR","Circle","300","Video taped a Black vibrating object near contrail","8/7/07"
"7/10/06","12:00","Longmont","CO","Circle","180","white orbs or lights following plane then leaving plane to &quot;dance&quot; and suddenly shoot off to the south.","10/8/07"
"7/9/06","00:00","Calgary (Canada)","AB","Circle","7200","Three lights circling one another.  ((NUFORC Note:  Possible advertising lights.  PD))","7/16/06"
"7/8/06","08:45","Concord","GA","Circle","10","((HOAX??))  A small reddish orange saucer went flying past me at a super speed.","4/14/09"
"7/7/06","22:30","Denton","TX","Circle","600","Large Circular Slow Strobe Bright White LED type","7/16/06"
"7/6/06","00:30","Laguna Beach","CA","Circle","2700","At first it looked like it could maybe just be a plane but then shot up down and side to side.","7/16/06"
"7/6/06","00:00","Simi Valley","CA","Circle","720","red and orangish object which hovered in the sky and eventually went upward, dropping an object and disappearing","7/16/06"
"7/5/06","00:00","Lajoskomarom/Mezokomarom (Hungary)","","Circle","600","It was warm night. I have tooth pain. I go to my garden. I see this light coming to the field. it was coming down to the earth. then no","7/16/06"
"7/4/06","21:00","Chilhowie/Marion","VA","Circle","1800","THREE OBJECTS IN NIGHT SKY, Chilhowie/Marion, Virginia","2/1/07"
"7/4/06","21:00","Tipton","PA","Circle",NA,"Formation of four bright lights moving silently through the sky","2/1/07"
"7/3/06",NA,"","","Circle",NA,"UFO craft  witnessed Jalisco, Mexico","10/30/06"
"7/1/06","23:30","Kincardine (Canada)","ON","Circle","600","it was a small reg/orange/yellow/white ball simply floating on the horizon. after about 10 minutes it vanished and is no where to be se","10/30/06"
"7/1/06","01:00","McMinnville","OR","Circle","900","UFO seen above hills in McMinnville Oregon- (2 witness see UFO 5+ occasions-)","3/4/08"
"6/30/06","05:49","Hollis","OK","Circle","1","UFO picture taken by deercamera.","3/8/07"
"6/30/06","01:35","Camarillo","CA","Circle","60","On June 30, 2006, My 2 daughters and a friend were exiting south-bound 101, Pleasant Valley\Santa Rosa Exit left, when they looked up t","7/16/06"
"6/23/06","22:33","Neptune Beach","FL","Circle",NA,"star-like object flying in sky in a circular orbit.","7/16/06"
"6/23/06","01:00","Boise","ID","Circle",NA,"a big circle sitting in the sky different lights going off and rotating","7/16/06"
"6/19/06","22:00","Normal","IL","Circle","5","Bright green circular object flew slowly outside over our neighbor's house, then all of a sudden it was gone.","7/16/06"
"6/18/06","11:00","Augusta","GA","Circle",NA,"Blue Red Yellow and Green Lights","7/16/06"
"6/17/06","20:20","Plains","PA","Circle","600","Ring Shaped Black UFO over NE PA","7/16/06"
"6/15/06","01:00","New Hampton","NH","Circle",NA,"4 lighted white orbs traveling in a cloud and moving towards center and then quickly out towards the edges of the cloud and then back t","7/16/06"
"6/14/06","16:25","Miami Springs","FL","Circle",NA,"On June 14th,  2006 at about 4:25pm It was a clear blue sky I was looking due west  I noticed High in the sky a bright silver object","7/16/06"
"6/12/06","16:30","Westminster","CO","Circle","300","Eight circular objects destroyed one of their own.","3/4/08"
"6/10/06","23:55","Columbus","OH","Circle","180","6 circular objects sighted over Columbus, OH","7/16/06"
"6/9/06","15:15","Lands End (Cornwall) (UK/England)","","Circle",NA,"suprise ufo","10/30/06"
"6/8/06","03:15","Elora (Canada)","ON","Circle","30","big object gone in matter of seconds","7/16/06"
"6/7/06","21:30","Piedmont","MO","Circle","1800","Many bright orange glowing lights just over the horizon&amp;behind the mountains,near the dam@Clearwater Lake in Missouri(CRAZY!!)","7/16/06"
"6/6/06","11:58","Miami","FL","Circle","120","I never used to belive in aliens but now I do.","7/16/06"
"6/6/06","11:57","Miami","FL","Circle","180","It did a 360","7/16/06"
"6/3/06","17:05","Maidstone, Kent (UK/England","","Circle","900","Numerous white objects appear over kent in the clear blue skys","7/16/06"
"6/3/06","14:00","Canyon Country","CA","Circle","600","Object trailing a commercial airplane.","7/16/06"
"6/2/06","23:00","Winnipeg (Canada)","MB","Circle","10","Winnipeg Sighting - North-East Sky -","7/16/06"
"6/2/06","05:25","Simpsonville","SC","Circle","40","I was sitting outside on my front porch with a friend (we are in our late 20's), watching the sky. Suddenly we both see a white/yellowi","7/16/06"
"6/1/06","02:00","Bodie (near)","CA","Circle","7200","The object was approximately 30 feet in diameter; it appeared as a round sphere with yellow and orange pointed shafts of light eminatin","10/8/07"
"5/28/06","17:00","Philadelphia","PA","Circle","210","May/2006 - Video: UFO Over Philadelphia?","2/1/07"
"5/27/06","13:00","Scottsdale","AZ","Circle","180","Four lights - looked like the sun.","7/16/06"
"5/25/06","23:00","Campos dos Goytacazes (Brazil)","","Circle",NA,"Gentlemen My name is Antenor Penha.I live in Brazil, been of Rio De Janeiro, City Campos dos Goytacazes. My email is antenorpenha@z","7/16/06"
"5/25/06","20:00","Vienna","VA","Circle","1200","Was blue did not move at all nere jupiter.","7/16/06"
"5/24/06","15:45","Blackburn, Lancashire (UK/England)","","Circle","20","A small black circle rises and then stops dead in front of cloud,there one moment gone the next.","7/16/06"
"5/23/06","22:34","Tranquillity","CA","Circle","180","bright white lite near Tranquillity/ Mendota","7/16/06"
"5/21/06","21:47","Lansdowne House (Canada)","ON","Circle","120","UFO sighted in a smale Northwestern Ontario, Canada Community.","7/16/06"
"5/21/06","13:00","Keene (Canada)","ON","Circle",NA,"Round white disk flying at low altitude followed by heavy downpour and boat sinking","10/30/06"
"5/20/06","15:30","Grayson","KY","Circle","180","very shiney round ball very high in the air","7/16/06"
"5/20/06","00:05","Wilson","NC","Circle","120","Unusual ball of light flashed in the sky","7/16/06"
"5/19/06","18:00","Seattle","WA","Circle","1800","silver round object,size of a small van","7/16/06"
"5/18/06","22:00","Fort Smith","AR","Circle","1200","Orange lights seen from southern Fort Smith. Fort Chaffee military flares or UFOs ?","7/16/06"
"5/17/06","03:00","Walker","MN","Circle","2700","Star like object in the sky moved side to side and up and down in a jaged motion extreamly bright.","7/16/06"
"5/17/06","02:10","East Setauket","NY","Circle","7","Small UFO moving in backyard with red and white lights","1/21/08"
"5/14/06","22:00","Cincinnati","OH","Circle","1800","West side of Cincinnati-close to airport 10-11pm-Did anyone else see these?","5/15/06"
"5/13/06","22:05","Twin Falls","ID","Circle",NA,"Five round white objects, stationery (N,NE,NW) flashing green and red lights above Twin Falls, Idaho.","5/15/06"
"5/13/06","12:30","Lewisville","TX","Circle","54000","Circular objects observed over shcool campus.","5/15/06"
"5/12/06","18:30","Maple Shade","NJ","Circle",NA,"Weird Object Seen In Sky","5/15/06"
"5/12/06","18:00","Little Rock","AR","Circle","30","Well i was standing in my back yard when i saw the object approach from the south traveling north at a very high rate of speed. The thi","5/15/06"
"5/12/06","15:57","Pearland","TX","Circle","10","Fast-moving, circular, white object observed for 8-10 seconds--day time sighting.","5/15/06"
"5/11/06","23:00","Elgin","TX","Circle","900","very bright object over Elgin Texas","5/15/06"
"5/10/06","23:00","Shawnee","KS","Circle",NA,"a little after midnight i went outside and noticed big trails in the sky they were all over never seen anything like it before i though","7/16/06"
"5/7/06","21:34","In orbit/Space Shuttle","","Circle","10","Lights pass under STS 121 -The circular &quot;hoop&quot;, has 6 nodes which are glowing and strips of light seem to link each node or light.","7/16/06"
"5/7/06","07:40","Largo","FL","Circle","25","round flying object, Largo, FL.","5/15/06"
"5/6/06","22:10","Vero Beach","FL","Circle",NA,"GROUPING OF AMBER COLORED ROUND LIGHTS ALL IN A HORIZONTAL POSITION, SAME LEVEL","5/15/06"
"5/6/06","14:30","East Brunswick","NJ","Circle","300","Small circular object silver and black, moves across sky, hovers then disappears.","7/16/06"
"5/6/06","01:00","Ankara (Turkey)","","Circle","360","I HAVE SEEN IT WITH MY SISTER IT WAS VERY CLOSE TO US IT WENT THROUGH BEH&amp;#304;ND FROM ONE BUILDING TO ANOTHER SO WE HAV","5/15/06"
"5/5/06","22:30","Canberra (Australia)","","Circle","900","My mum and I were driving home late on Saturday night 5/08/06. I noticed something up in the sky - there were 4 amber coloured round sh","10/30/06"
"5/5/06","03:00","Sertaozinho (Brazil)","","Circle","3600","Small point shaking up and down in the sky","3/4/08"
"5/4/06","21:10","San Leandro","CA","Circle","120","four round ligths flying in triangle formation spoted over san leandro","5/15/06"
"5/2/06","19:15","Inver Grove Heights","MN","Circle","1200","Stationary object in sky for about twenty minutes, red flashes appear in the center","10/30/06"
"5/2/06","01:30","Las Vegas","NV","Circle","300","5 objects travelling at high speed and fliying  in patterns that would defy currently known limits.","7/16/06"
"4/30/06","00:15","Walla Walla","WA","Circle","600","Objects appear in the sky in triangular formation, move at unbelievable speeds and percision. Make no sounds except when dropping stuff","5/15/06"
"4/29/06","22:20","Jackson","CA","Circle","1500","A starlike object developed a circle of light, moved a great distance rapidly, then released other smaller objects with flashing white","5/15/06"
"4/29/06","00:30","College Place","WA","Circle","180","Two orange objects seen in eastern washington sky","5/15/06"
"4/28/06","00:15","Theunisen (South Africa)","SA","Circle","2700","object flash lights and move at fast speed","5/15/06"
"4/28/06","00:06","Vineland","NJ","Circle","300","ENORMOUS, REDDISH/ORANGE , BRIGHT LIGHT, OVER TREE-LINE AREA, IN VINELAND, NEW JERSEY.","7/16/06"
"4/25/06","09:55","Wickenburg","AZ","Circle",NA,"2 orange lights in the sky stayed stationary and disappered and reapered","5/15/06"
"4/21/06","02:00","Austin","TX","Circle","2","3 grey saucers quietly souring through the sky, and disapearing.","5/15/06"
"4/20/06","22:05","Rochester","MN","Circle","240","1 satelight and  3 unknown white and red objects that followed in the opposite direction flying silent in the sky-","5/15/06"
"4/17/06","00:00","Grand Forks","ND","Circle",NA,"UFO looked black and moved very slow with no lights and was circular","5/15/06"
"4/17/06","23:00","West Fargo","ND","Circle","3","Small blue light traveling quickly across the sky.","5/15/06"
"4/17/06","21:32","Edinburgh (UK/Scotland)","","Circle","600","huge glaring light, brighter than anything else in the sky and massive, above edinburgh scotland city center. light disappeared then ap","5/15/06"
"4/16/06","19:40","Seattle","WA","Circle","30","8 orange glowing round objects moving east to west in the same pattern, Seattle, Washington","5/15/06"
"4/15/06","21:00","Pensacola","FL","Circle","2","Circle of light travels through cloud, leaving a wake, in under to seconds to out of view.","5/15/06"
"4/8/06","15:40","Santa Clarita","CA","Circle","1200","While cutting up a fallen tree at my friend&#8217;s house in the forest (highway 14/Sand Canyon Rd area) I decided to take a break and lie do","5/15/06"
"4/7/06","22:44","Pond Inlet (Canada)","NT","Circle","30","We went outside for smoke, when my brother looked up at the sky and point to south east from us, I saw blue light shaped circle streaki","5/15/06"
"4/6/06","01:00","Sammamish","WA","Circle","3","streak in sky","5/15/06"
"4/5/06","22:25","Oklahoma City","OK","Circle","600","Two hovering orange circles drop third orange circle over oklahoma.","5/15/06"
"4/5/06","06:05","Newhall","CA","Circle","5","saw light  which &quot;imploded&quot; upon itself leaving a halo, then faded to nothing in the sky","5/15/06"
"4/4/06","21:20","Leigh (UK/England)","","Circle","1200","3 UFOS over Leigh Lancashire","5/15/06"
"4/4/06","02:30","Colorado Springs","CO","Circle","3600","Circular Bright White Flying Saucer","5/15/06"
"4/4/06","02:00","Frazier Park","CA","Circle",NA,"The Love of my Life is snoring so I can&#8217;t sleep, I go into the kitchen and watch the snow fall, and it is 1:00 A.M. A star is trying to","5/15/06"
"4/3/06","21:44","North Bend","OR","Circle","2040","multiple crafts traveling at high speed and emitting flare-like blasts.","5/15/06"
"4/2/06","01:00","El Cajon","CA","Circle","300","Circular object with lights flying over el cajon.","5/15/06"
"4/1/06","21:25","Miami","FL","Circle","35","Red, round object traveling east to west","5/15/06"
"3/29/06","20:55","Starkville","MS","Circle","12","Silent white object spotted, then moved 2 miles, flashed, moved again, flashed, moved again, flashed 3 times, then dissapeared","5/15/06"
"3/29/06","15:00","Brockville (outside of, before exit 687) (Canada)","ON","Circle","10","as I was driving west (note, this is correction:  first submission I indicated east)  on 401, I made my first sighting of a UFO, which","5/15/06"
"3/28/06","20:00","Brunswick","ME","Circle","3600","There was a bright circular object in the southern sky around 2000. It changed color from red to blue to white in a pulsing fashion. Ob","5/15/06"
"3/28/06",NA,"Sanford","ME","Circle",NA,"Looked like a disco ball in the sky.","5/15/06"
"3/26/06","23:30","Irvine","CA","Circle",NA,"I saw blue lights that were formed into a circle moving right to left for 30 seconds then went all the way to its right and disappeared","5/15/06"
"3/25/06","21:00","Amherst","NY","Circle","120","Four circles of white light about the size of dinner plates flying in the sky doing formations","5/15/06"
"3/24/06","22:30","Lubbock","TX","Circle","30","Lubbock, TX: saw an illuminated object moving quickly from the south to the north at a high altitude and was being followed by a plane.","5/15/06"
"3/23/06","04:20","York","PA","Circle","20","Round UFO covered in yellow flashing lights spotted in York, PA","5/15/06"
"3/22/06","19:35","Contoocook","NH","Circle","3","Orb-like object around 7:35 pm EST. 2 witnesses. around my home.","5/15/06"
"3/21/06","07:00","Mesa","AZ","Circle","7200","2 objects over Mesa, 10-15 thousand ft., broad daylight","5/15/06"
"3/19/06","23:20","Seattle","WA","Circle","3","A very solid brilliant white opaque ball crosses sky, 2-3 seconds. Heading SSE over Seattle Sun. night.","5/15/06"
"3/18/06","08:30","Hallandale","FL","Circle",NA,"a spinning oval that disappeared toward northeast and to outerspace","5/15/06"
"3/14/06","22:00","Lewisville","TX","Circle","5","Halo moving at fast speed.","5/15/06"
"3/14/06","20:00","Golden","CO","Circle","40","We saw a bright large white light in the sky that was moving and then disappeared.","5/15/06"
"3/14/06","07:15","Shrewsbury (UK/England)","","Circle",NA,"A round curcle of green and blue lights","5/15/06"
"3/13/06","23:00","Bossier City","LA","Circle","600","I have not told anyone, afraid of being labelled a nut.","10/8/07"
"3/13/06","09:25","Cleveland (suburb)","OH","Circle","300","Saw a cloud-like object making swift, wide, regular circles over and over.","5/15/06"
"3/13/06","00:00","San Diego","CA","Circle","7200","A big red orange ball shape object  in the sky over by San Diego, California","5/15/06"
"3/11/06","11:00","Carthage","TX","Circle","600","Shooting star streaks and then changes direction.","5/15/06"
"3/10/06","21:00","Whittier","CA","Circle","1200","I wanted to go to the liquor store to buy some cigarets and I asked my son to come along when I stepped out of my apartment and I saw i","3/11/06"
"3/10/06","20:00","Joplin","MO","Circle","5","Small, stationary, reddish-orange, star-like object disappears.","5/15/06"
"3/10/06","19:00","Whittier","CA","Circle","600","dark brite red lite seen over whittier ca.","3/11/06"
"3/8/06","13:30","Bordentown","NJ","Circle","20","Circular shaped disc; initially suspended in the sky then rapidly disappearing into sky with black spot in the middle and black circle.","10/30/06"
"3/8/06","00:05","Caloundra (Australia)","","Circle","900","Flashing beams in the night. I'm scared now.","10/30/06"
"3/6/06","20:30","Cabool","MO","Circle",NA,"Large red circular  light in sky.","3/11/06"
"3/6/06","16:00","Cabo San Lucas (Mexico)","","Circle","7200","A yellow/orange circle which looked as if it radiated heat was moving at such a fast speed that the pictures I took left a long rope","5/15/06"
"3/4/06","19:00","Lancaster","KY","Circle","5","bright white circle seen over highway","3/11/06"
"3/4/06","11:15","Laguna Beach","CA","Circle","120","I was looking up at a large hole in a large cloud from a north facing window of my house and within it saw a bright point of white ligh","3/11/06"
"3/3/06","22:00","Bognor Regis (UK/England)","","Circle","10","Objects in sky not planes, too high, 4 or 5, communicating.","3/11/06"
"3/3/06","19:38","Beachwood","OH","Circle","5","a extremely birhgt  blue green light shot through the sky- no trail, no airport nearby,","3/11/06"
"3/2/06","11:07","Ronkonkoma","NY","Circle","6","((Possible hoax)) It was a very large circular flying obj. that had very bright lights; after about 6 seconds it vanished.","3/11/06"
"2/23/06","02:45","livingston","LA","Circle","600","round craft with no lights moves over livingston,la without sound","3/11/06"
"2/21/06","20:05","Sheffield (UK/England)","","Circle","5","a bright orange/yellow orb flashed through the sky with heavy cloud formation not a shooting star and way too fast for a plane light i'","3/11/06"
"2/17/06","20:30","San Manuel","TX","Circle","180","CIRCULAR OBJECT WITH RED AND WHITE LIGHTS.","3/11/06"
"2/17/06","06:00","Marlborough","CT","Circle","300","A circle object the flew up down and all around!","3/11/06"
"2/16/06","05:00","Melrose Park","IL","Circle","1800","red flashing light in sky","3/11/06"
"2/15/06","22:00","Larose","LA","Circle","1800","Red Ball of light seen hovering over Lake Salvador in Louisiana.","5/15/06"
"2/15/06","21:30","Florence","SC","Circle",NA,"Five bright orange orbs move across the Florence SC Sky","5/15/06"
"2/15/06","19:15","Redding","CA","Circle","2","A circle moved quickly in a strait line.","3/11/06"
"2/15/06","13:00","Arizona (western; Hwy 40)","AZ","Circle","30","round silvery object seen in NW Arizona sky on 40 fwy during daylight","3/11/06"
